Train,Type,From,To,StartTime,EndTime
Train_11,Light Travel,Station20,Station20,450000,450000
Train_10,Light Travel,Station10,Station17,456540,466080
Train_3,Train Trip,Station15,Station16,465120,499800
Train_10,Train Trip,Station17,Station18,468540,482520
Train_5,Train Trip,Station8,Station19,472080,480840
Train_12,Train Trip,Station22,Station23,475140,479640
Train_1,Train Trip,Station26,Station27,475680,487320
Train_6,Train Trip,Station17,Station18,476760,488100
Train_12,Light Travel,Station23,Station23,479640,479640
Train_5,Light Travel,Station19,Station19,480840,480840
Train_5,Train Trip,Station19,Station8,481080,484200
Train_10,Light Travel,Station18,Station5,482520,485040
Train_7,Train Trip,Station21,Station22,484080,500160
Train_5,Light Travel,Station8,Station8,484200,484200
Train_1,Light Travel,Station27,Station26,487320,490980
Train_6,Light Travel,Station18,Station25,488100,488520
Train_2,Train Trip,Station7,Station23,493920,497880
Train_1,Train Trip,Station26,Station27,494340,505440
Train_8,Train Trip,Station1,Station22,494520,499260
Train_9,Train Trip,Station23,Station12,494640,512400
Train_12,Train Trip,Station23,Station12,496140,511800
Train_2,Light Travel,Station23,Station23,497880,497880
Train_8,Light Travel,Station22,Station22,499260,499260
Train_3,Light Travel,Station16,Station9,499800,505680
Train_8,Train Trip,Station22,Station21,500040,511560
Train_7,Light Travel,Station22,Station22,500160,500160
Train_10,Train Trip,Station5,Station4,500220,507120
Train_2,Train Trip,Station23,Station1,501180,505800
Train_6,Train Trip,Station25,Station18,503400,509040
Train_5,Train Trip,Station8,Station18,504300,510960
Train_1,Light Travel,Station27,Station6,505440,511380
Train_2,Light Travel,Station1,Station11,505800,506220
Train_11,Train Trip,Station20,Station1,506040,558840
Train_7,Train Trip,Station22,Station23,506760,510240
Train_10,Light Travel,Station4,Station4,507120,507120
Train_6,Light Travel,Station18,Station2,509040,509100
Train_7,Light Travel,Station23,Station11,510240,511620
Train_5,Light Travel,Station18,Station2,510960,511020
Train_8,Light Travel,Station21,Station21,511560,511560
Train_12,Light Travel,Station12,Station13,511800,515940
Train_5,Train Trip,Station2,Station3,522960,530280
Train_10,Train Trip,Station4,Station5,527340,532500
Train_1,Train Trip,Station6,Station7,527520,554160
Train_7,Train Trip,Station11,Station12,528600,552120
Train_2,Train Trip,Station11,Station12,528600,552120
Train_5,Light Travel,Station3,Station17,530280,534900
Train_6,Train Trip,Station2,Station8,530640,537720
Train_10,Light Travel,Station5,Station17,532500,537000
Train_3,Train Trip,Station9,Station10,536400,542940
Train_6,Light Travel,Station8,Station8,537720,537720
Train_12,Train Trip,Station13,Station14,540840,544440
Train_3,Light Travel,Station10,Station26,542940,555000
Train_12,Light Travel,Station14,Station22,544440,550740
Train_1,Light Travel,Station7,Station7,554160,554160
Train_10,Train Trip,Station17,Station18,554940,568920
Train_6,Train Trip,Station8,Station19,558480,567240
Train_11,Light Travel,Station1,Station1,558840,558840
Train_3,Train Trip,Station26,Station27,562080,573720
Train_5,Train Trip,Station17,Station18,563160,574500
Train_6,Light Travel,Station19,Station19,567240,567240
Train_6,Train Trip,Station19,Station8,567480,570600
Train_10,Light Travel,Station18,Station5,568920,571440
Train_8,Train Trip,Station21,Station22,570480,586560
Train_6,Light Travel,Station8,Station8,570600,570600
Train_3,Light Travel,Station27,Station26,573720,577380
Train_5,Light Travel,Station18,Station25,574500,574920
Train_1,Train Trip,Station7,Station23,580320,584280
Train_3,Train Trip,Station26,Station27,580740,591840
Train_11,Train Trip,Station1,Station22,580920,585660
Train_12,Train Trip,Station22,Station23,582720,586020
Train_1,Light Travel,Station23,Station1,584280,585240
Train_1,Train Trip,Station1,Station24,585600,596880
Train_11,Light Travel,Station22,Station22,585660,585660
Train_12,Light Travel,Station23,Station23,586020,586020
Train_11,Train Trip,Station22,Station21,586440,597960
Train_10,Train Trip,Station5,Station4,586620,593520
Train_12,Train Trip,Station23,Station1,587580,592200
Train_5,Train Trip,Station25,Station18,589800,595440
Train_6,Train Trip,Station8,Station18,590700,597360
Train_4,Train Trip,Station20,Station0,592440,604800
