Train,Type,From,To,StartTime,EndTime
Train_27,Light Travel,Station18,Station18,73740,73740
Train_18,Light Travel,Station25,Station25,74160,74160
Train_25,Train Trip,Station3,Station9,74280,78540
Train_7,Light Travel,Station9,Station9,74340,74340
Train_8,Light Travel,Station17,Station17,74640,74640
Train_26,Light Travel,Station3,Station3,74880,74880
Train_7,Train Trip,Station9,Station17,74940,76440
Train_20,Light Travel,Station9,Station9,74940,74940
Train_3,Light Travel,Station3,Station3,75060,75060
Train_4,Light Travel,Station17,Station17,75120,75120
Train_21,Light Travel,Station21,Station21,75240,75240
Train_8,Train Trip,Station17,Station31,75360,75600
Train_18,Train Trip,Station25,Station24,75420,75960
Train_28,Train Trip,Station29,Station17,75420,77220
Train_9,Train Trip,Station1,Station17,75420,78720
Train_8,Light Travel,Station31,Station31,75600,75600
Train_13,Light Travel,Station1,Station1,75720,75720
Train_21,Train Trip,Station21,Station30,75960,81300
Train_16,Train Trip,Station24,Station17,75960,81840
Train_18,Light Travel,Station24,Station24,75960,75960
Train_20,Train Trip,Station9,Station3,76140,80460
Train_26,Train Trip,Station3,Station18,76260,84540
Train_4,Train Trip,Station17,Station9,76440,77940
Train_7,Light Travel,Station17,Station17,76440,76440
Train_29,Light Travel,Station3,Station3,76860,76860
Train_11,Light Travel,Station22,Station22,76920,76920
Train_14,Light Travel,Station17,Station17,76920,76920
Train_8,Train Trip,Station31,Station17,76980,77220
Train_27,Train Trip,Station18,Station3,77220,85680
Train_28,Light Travel,Station17,Station17,77220,77220
Train_8,Light Travel,Station17,Station17,77220,77220
Train_28,Train Trip,Station17,Station9,77340,79800
Train_12,Light Travel,Station18,Station18,77340,77340
Train_8,Train Trip,Station17,Station21,77760,82440
Train_24,Train Trip,Station3,Station9,77880,82140
Train_4,Light Travel,Station9,Station9,77940,77940
Train_7,Train Trip,Station17,Station11,78240,83520
Train_6,Light Travel,Station17,Station17,78240,78240
Train_15,Light Travel,Station3,Station3,78480,78480
Train_25,Light Travel,Station9,Station9,78540,78540
Train_9,Light Travel,Station17,Station17,78720,78720
Train_9,Train Trip,Station17,Station12,78780,79140
Train_13,Train Trip,Station1,Station30,79020,83100
Train_9,Light Travel,Station12,Station12,79140,79140
Train_25,Train Trip,Station9,Station3,79740,84060
Train_11,Train Trip,Station22,Station17,79740,85440
Train_28,Light Travel,Station9,Station9,79800,79800
Train_29,Train Trip,Station3,Station5,79860,87720
Train_1,Light Travel,Station11,Station11,79920,79920
Train_6,Train Trip,Station17,Station9,80040,81540
Train_14,Train Trip,Station17,Station16,80340,81060
Train_20,Light Travel,Station3,Station3,80460,80460
Train_23,Light Travel,Station5,Station5,80520,80520
Train_12,Train Trip,Station18,Station3,80820,89280
Train_23,Train Trip,Station5,Station14,80940,82140
Train_14,Light Travel,Station16,Station16,81060,81060
Train_21,Light Travel,Station30,Station30,81300,81300
Train_20,Train Trip,Station3,Station9,81480,85740
Train_6,Light Travel,Station9,Station9,81540,81540
Train_16,Light Travel,Station17,Station17,81840,81840
Train_2,Light Travel,Station3,Station3,82080,82080
Train_6,Train Trip,Station9,Station32,82140,83460
